105,【一线抗疫群英谱】佘沙：心怀感恩支援“抗疫” http://t.cn/A675VeC3 ?? 
106,评论区都关闭了，还要脸不要。？@武汉中心医院 在抗击新型冠状病毒感染的肺炎疫情中，我院眼科医生李文亮不幸感染，目前病危，正在全力抢救中。 ??
107,武汉加油！[加油]//@华晨宇yu:#武汉加油#  我们一起打赢这场防疫战@人民日报 【转发为#武汉加油#！让武汉人民知道，全国人民和你们在一起！】为防控疫情、切断病毒传播途径，1月23日10时起， #武汉公交地铁暂停运营#；机场、火车站#离汉通道暂时关闭#。感谢武汉人民作出的巨大付出，你们不容易！武汉加油，咱们一起，打赢这场防疫战！ ??
108,[酷]//@Fandy我还能微笑yu:愿疫情快点过去，健康平安[心]197Fandy//@华晨宇网投组:谢谢最好，最温柔，最善良的你！愿患者早日康复，我们一起等待那一天！祈福平安！[心]@华晨宇yu #华晨宇 你要相信这不是最后一天#@华晨宇yu 这是一首写给患者的歌，希望你们早日康复！也非常感谢所有参与录制这首歌的朋友们！#歌手当打之年# http://t.cn/A6hRMAui ??
109,#蓓蕾宝宝，为爱呵护#好的@洁宁·盐酸布替萘芬 #蓓蕾宝宝，为爱呵护# 疫情当前，为爱守护。澳洲蓓蕾宝宝专为孕婴及敏感肌肤设计，天然植物原料，抗菌抗敏，增强免疫力。值此38节之际，致敬伟大，拥抱新生。圈粉@时时康-上药全球购   @洁宁·盐酸布替萘芬 转发评论并参与话题互动，3月15日抽1位小可爱送价值168元的蓓蕾宝宝【1.25L柔顺剂一瓶】 @微博抽奖平台
110,我是真的服了大理这个憨憨zf哈[嘻嘻]@新京报 【大理市卫健局回应#大理市政府征用口罩#】被征用的口罩“已经送到一线了”。法律专家表示，跨行政区域物品，征用权属于国务院。依据《突发事件应对法》《传染病防治法》，出于控制疫情的需要，政府确有征用物资的权力。“但《传染病防治法》规定，县级以上的地方政府，只能征用本行政区域内的物资。如果涉及全国范围或者跨省市、自治区、直辖市的征用，应该由国务院进行。”http://t.cn/A6PnGtnl
111,[哈哈][哈哈]《王俊凯-淘汰》//#王俊凯[超话]#  #王俊凯电影749局#  从开始到未来，只为王俊凯。 #我的-TFBOYS-王俊凯[音乐]#   #醒着-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯@TFBOYS-王俊凯 已经复工和即将复工的大家，#2019冠状病毒病# 疫情还没有结束，千万不要掉以轻心@联合国环境规划署 @世界卫生组织 @微公益 ??
112,[求关注]//@张三水水水水水水:我们一起，共度难关！@周笔畅 #抗疫行动# #手写加油接力#  萬眾一心。共渡難關。???? http://t.cn/A6PncBs9 ??
113,和张艺兴一起科学防疫！[加油][加油][加油]@央视新闻 【#如何科学节约口罩#？跟着张艺兴学起来】张艺兴@努力努力再努力x ：如果你的口罩只是外出或通勤时短暂地戴过，在没有污损、未触碰口罩内部的情况下，在通风处正确存放，口罩是可以再次使用的。科学地重复使用口罩，既要“省”又要“防”，尽可能的保护好自己。#共同战疫#，我们一起努力！http://t.cn/A6h4GSCV
114,#致敬疫情前线医护人员# 辛苦了，大家都要平安！宝贝你也要照顾好自己！//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心]@央视新闻 【为他们转发！#致敬疫情前线医护人员#[心]】每个时代，都有不同的“英雄”。此时此刻，致敬#抗击新型肺炎第一线#救死扶伤、迎难而上的医护工作者们！ ??
115,朱一龙和朱二龙都想[好喜欢]@朱一龙@上海杜莎夫人蜡像馆 #去杜莎，想见你#想亲自走近你的身旁，想亲耳倾听你的心跳。想见你，只想见你，未来过去只想见你——朱二龙。作为顶级派对最闪耀的那颗星，朱二龙有着他的与众不同，帅气优雅的绅士造型吸睛十足，内地首尊心跳蜡像黑科技的加持更抓住了无数人的注意力。#疫情结束后你最想见的人#是不是他呢？点击链接http://t.cn/A67HudpG参与活动，Lady杜将抽取3位幸运粉丝【赠送门票】，朱二龙也期待与你相见。
116,[并不简单]@屈臣氏中国 压抑了很久的心情，随着春天的阳光，一点一点的好了起来！[憧憬] 打起了精神的你，是不是想让复工后的自己#焕新出发，试不我待# ？[笑而不语] 即刻戳图逛屈臣氏云店，与idol一起GET你的焕新好物，足不出户也能获得专属美丽守候～ ??
117,转发微博@山东联通 #抗疫暖心瞬间# 新冠肺炎疫情，始终牵动着我们。小沃携@趣头条 带上#抗疫暖心瞬间# 。转发微博，说说你身边的暖心故事，2月29日不过滤抽1位送【300元京东卡】@微博抽奖平台 面对困境，我们需要鼓足勇气，庆幸的是，在每个普通人的身边，都曾出现过一些平凡而伟大的身影。战斗在一线的医护人员、随时待命的社区志愿者、不辞辛劳的快递小哥……这些身影给了我们继续奋战的力量，更可带#抗疫暖心瞬间# 直发图片、视频分享暖心瞬间。优秀作品一经采用可得现金、充电宝、手环等额外惊喜，快来参与吧！ http://t.cn/A67f7gmK
118,迪丽热巴我爱你//@-王喜庆来啦-:#迪丽热巴白凤九# 一起加油//@DILRABA火箭护卫队数据博:#迪丽热巴[超话]# #抗疫行动# 和姐姐一起，向一线医务工作者致敬，我们一起对抗疫情，一起加油@Dear-迪丽热巴@Dear-迪丽热巴 #抗疫行动##手写加油接力# 向一线医务工作者致敬，你们辛苦了，我们一起对抗疫情！@张彬彬Vin  来一起加油！ ??
119,转发微博@Kuuop 全国新型肺炎疫情实时动态 http://t.cn/A6vBv3yL ??
120,[鼓掌][赞啊][话筒]学会了分享快乐和忧愁[加油]@郑艺彬_ 是真的想说点什么 已经有3019名医务人员被感染了…看着一张张送别的黑白照片真的无法入睡。就在同一个国家的另外一个城市 有这么一群人真的在赌上性命地去挽救每一个可以拉回来的生命 就在大家开着玩笑说在家躺着也能做贡献的时候 在那边每天都在经历多少真实残酷的生死离别 每天都有多少人看着身边的战友 亲人 家属 爱人坐上离开这个世界的那辆黑色的冰冷的车 同样都有着温暖的家庭的人 同样在疫情爆发前都过着能正常回家陪伴家人的日子 但都因为这次的紧急情况义不容辞上了前线…发自真心地 为他们祈福 希望每个人都一定一定要平平安安的度过这场疫情！武汉加油！每一位白衣天使加油！你们都是真正的英雄！有你们在 我们永远都不会被这病毒击垮！
121,转发微博@Fu思乱想 我武汉28岁的表妹快不行了！[泪][泪][泪]医生说这两天 再没有床位真的就没有希望了…… 相依为命的母女俩都被感染新型冠状病毒[泪][泪][泪][泪][泪][泪]，虽然知道茫茫人海里，大家并不一定能看到我的留言，但是还是想来诉说一下这种看着一个鲜活的生活在跟前一点点消逝的绝望！表妹十二月底发烧感冒去医院拍CT的时候还没有感染，去的时候没有任何保护措施，回家以后就开始高烧不断，一月26号再拍CT的时候医生说应该是被感染了！接下来的日子，几乎每天奔波于医院各种排队，拖着越来越赢弱的身子，越来越绝望！医生开药，每次开一天，每天往医院跑，一去就说耗一天，前三天开始已经实在站不住，只能靠着妈妈推轮椅，步行或者蹬三轮往医院送，连着两天都是一天一宿通宵达旦的在医院排队，可是还是依旧没有排上核酸检测的机会！好绝望啊！！看着医院里一天有四个人因为呼吸不顺畅人就走了…… 没有检测，就不能确诊，不能确诊就没有机会排队床位，排上核酸检测也还要再排队等床位????????????她的两个肺都不行了啊！！！！！她才28岁啊！！！！！她那么坚强，说不出话来了，还要安慰我们！！！！！好不容易毕业工作，好不容易考上了武大研究生，为什么要因为别人的失误赔上命！？！！现在社区说一个核酸不够证明，要两个！？WQNMD！！！！绝望啊！！！！！！！！为什么会这么绝望！！！！！！！！！！！#全国累计确诊14380例#  他们这群不给确认的人也是鲜活的生命啊！！#火神山医院交付部队##火神山医院完工#
122,转发微博@微博环保 【#做自然的朋友# #互联网植树节# 特别推荐】相信#我为千玺种棵树#项目的捐赠人们已经收到最新进展反馈吧！今天，也有很多千纸鹤正在通过这个项目“云种树”来度过#植树节#。“千玺林”自2016年1月28日上线，至今已4年有余，累积在微公益平台筹款112万余元，累计捐款70895人次，累计种植11.2万棵枸杞树，可覆盖宁夏约504亩土地。无论是今天这样的节日，或是关心环保公益的每一天，让我们#跟着易烊千玺益起来#，种下一颗小树苗，#做自然的朋友#，相信优秀的偶像@TFBOYS-易烊千玺 也会为千纸鹤们骄傲！@中国绿化基金会 @网护自然 @易烊千玺V公益
123,真的是有一就有二，我们中国的专家得忙死，要不各国专家一起视频开个研讨会吧@环球时报 【王毅：#中方将采取措施协助西班牙抗击疫情#】3月15日，国务委员兼外长王毅应约同西班牙外交大臣冈萨雷斯通电话。王毅表示，中方已决定根据西班牙的需要，紧急提供一批医疗物资援助，并开放商业渠道供西班牙进口急需的个人防护用品和医疗设备。中方也将鼓励友好城市和企业提供帮助，并愿加强经验交流，协调安排两国专家举行医疗视频会，并考虑适时派出医疗专家组。（外交部网站）
124,[哈欠]//@Zzz__大花:1@咪宝宝MIKA ????这几天终于出门啦~春暖花开天气太好了?喝到了最爱的喜茶！想死这个味道了哈哈[鼓掌][鼓掌][鼓掌]拍完照又立马戴上了口罩?#咪宝宝MIKA[超话]##日常[超话]##OOTD[超话]##你有多久没化妆出门了# ??
125,//@道八星人希:[小猪惊讶][小猪惊讶][小猪惊讶]#张艺兴粉丝暖心公益# //@forlovehoney :#张艺兴粉丝暖心公益# 张艺兴超级棒！//@甜甜甜圈ovo :#张艺兴粉丝暖心公益# 1.28 大家一起加油[加油]@努力努力再努力x #抗击新型肺炎我们在行动##全民口罩行动# 万众一心 http://t.cn/A6PIH7K0 ??
126,武汉加油@人民日报 【转发这条微博，点亮icon，一起为武汉加油！】抗击新型冠状病毒肺炎，我们和武汉在一起。转发这条微博，在你的昵称后点亮icon，欢迎上传视频、发布微博表达你对武汉人民的问候和祝福，和@人民日报 一起为#武汉加油#，为中国加油！ ??
127,//@奥利给小妹妹: 而且还利用疫情期间不能聚集的情况，只要商户上门沟通就报警。可怜商户又要赔钱又要被抓@兔撕鸡大老爷 不知从何时起，大家都觉得外卖变贵了，你我在毫无察觉的情况下，变成了一颗老韭菜！最近国家鼓励房企、包租婆给租客减租免租，共抗新冠疫情，不要互相之间打打杀杀。万达、保利、新荟等相继响应了。奇怪吧，明明大房企响应了，外卖还那么贵。因为，类似蛋壳公寓那样两头吃的超级丑闻出现了。一家名为@熊猫星厨 的公司，它是外卖共享厨房里面的No1，它拿疫情说事，骗了各种大厦1-2个月的免租期，转头对租户照收租金不误。其他共享厨房一看，领头羊都这样么做，普遍拒绝给租户背负压力。羊毛出在羊身上，消费者就背了熊猫星厨甩的大铁锅，而且一背就会是半年以上。外卖商户到底有什么压力呢？非要转嫁给消费者？从1月25日起，湖北省13个城市开始封城，接着“封城”禁令蔓延到全国，大部分商户回不到租的档口了，除非开私家车勇闯天涯。在骑手防范意识还不强的日子里，熊猫星厨不少档口附近出现过确诊病例，以北京五道口蓟鑫大厦为例，因查到疑似病例被封过一段时间。熊猫星厨隐瞒了这件事情，不停呼吁商户回店开业，结果一些商户想方设法赶回到店，竟然发现被封了，还有更离谱的歪招，让他们狠狠骂了一顿娘！熊猫星厨让他们瞒报行踪，说自己早已经回京隔离好了14天。以北京为例，北京市政府要求回京人员自我隔离14天，才允许从事餐饮服务行业。“瞒报”可以尽早让商户营业，就没有理由要求熊猫星厨对商户免租、减租了。熊猫星厨这招用的妙，简直不把消费者的命当回事。很多有良知的商户拒不同意，封城加隔离满打满算，这些良知党至少有1个月时间无法营业。北京一间档口一个月的租金（2万+）+人工损失，在4万元以上。熊猫星厨要求租户缴费不能断档，也就是2月份白缴了，依然要缴3月份的，出不了省的商户损失增加到了6-8万元以上。入驻熊猫星厨的每家商户缴纳押金都在10万左右，面对商户的缓交房租申请，熊猫大笔一挥，直接要求商户清场。而在此期间，熊猫疯狂找投资人谈收购，一家美资趁机抄底，他们能瞎印钞票所以只有美资现在有流动性。如果本次收购完成，熊猫星厨CEO李海鹏将套现1-2亿。想问一句，把自己的财富自由建立在无数商户的破产之上，这钱花的舒服吗？我们粗略算一下，以北京为例，熊猫有50家档口，每家20家商户，每个商户押金保证金10万来计算，北京地区有一个亿的商户押金，这些钱哪里去了？反正熊猫星厨就是不解约，还想要清退申请延迟缴纳租金的商户，不准备返还押金和损失。它认为租金可以从网上缴纳，现在交付这么方便，不存在“不可抗力”这一说，不管能不能过来开业，履约把租金交给熊猫星厨就对了~是不是很魔幻现实？？？更魔幻的来了，熊猫星厨是当前中国最贵的共享厨房，租金是其他共享厨房1.3-2倍，很多商户选它为了妥当，觉得中间商赚差价都可以赚到不差钱了，应该会有点职业操守，谁能想到它拥有王霸之气呢？商户细查之后发现。熊猫星厨曾经租过一座违建建筑，随后被有关部门责令停止营业，熊猫星厨遣散了这些商户，说过段时间退押金和补偿款，然而并没有退。相关商户告到法院，法院判商户赢，结果熊猫星厨竟然上诉了，理由是这个地方属于违章建筑，大厦跟熊猫星厨的合同无效，所以熊猫星厨跟商户的合同也无效，不会有任何补偿。具体案情可查：（2019）京03民终14974号民事判决（2019）京0105民初24734号民事判决佛了，这是什么奸商操作。商户上门去索要大厦给予熊猫星厨的免租政策，熊猫星厨则利用疫情，报警把他们全部赶走，其他共享厨房有样学样，封死了商户们的所有退路。破产的商户不在少数，继续经营的商户迫不得已，只能提高近半年的外卖售价，来抵消经济损失。这家丧尽天良的公司，拿着最高的租金，现在还去挤兑商户，逼他们提价保生存，对消费者的生命和利益不管不顾，导致我们这些网民全部都要吃起高价外卖。一吃还是半年以上。我认为，应该把事情扩散一下，狠狠怼这种恶心企业，别让广大消费者们一直吃高价外卖！ 你最近吃的还爽吗？
128,//@少曲是天才聪:2//@高桥莲介:【2.29】//@Xback蓝蓝:1所[赞]//@流浪贝壳研究所:2.29日常//@流浪贝壳研究所:#张艺兴[超话]#致敬一线工作者，好人一生平安[心]@努力努力再努力x //@努力努力再努力x:#抗击新型肺炎第一线# 致敬伟大的逆行者们 一定要平平安安[心]@央视新闻 【为他们转发！#致敬疫情前线医护人员#[心]】每个时代，都有不同的“英雄”。此时此刻，致敬#抗击新型肺炎第一线#救死扶伤、迎难而上的医护工作者们！ ??
129,[酷]@人民日报 【速扩！#新型肺炎求助通道开启#】人民日报全媒体行动，征集新型冠状病毒肺炎求助者信息！如果你身边有确诊、疑似、密切接触者以及无法排除的发热者，请点击http://t.cn/A6PE3Spx 填写信息，我们将尽力提供帮助。守望相助，抗击疫情！#武汉加油#！ ??
130,U//@白妹唯二:姐姐，我们一起加油!//@爱大壳的正版:【@Zeal_Soar郑爽轮博站 ——先锋团】因为有你在身边，我们从来不会言败！向医护人员致敬，和姐姐 一起传播正能量！我们一定能赢@郑爽SZ #有你在身边# #郑爽有你在身边#@郑爽SZ 【我们的 #爱不隔离#  只因有你在身边】你将安危置身度外，你用职责坚守平安，因为#有你在身边#，才有我们的幸福健康。让我们一起共筑爱的防线，致敬最美逆行者。@中国青年报 @酷我音乐 @共青团中央http://t.cn/A6hnM1c0 ??
131,#朱一龙益路前行# http://t.cn/A6PcFuSv@Loong_朱一龙公益个站 #朱一龙益路前行# [给你小心心]#武汉加油#  朱一龙公益     这些天小益也一直在关注各方面的消息，想为这次疫情做一些什么。庆幸的是，在我们与@浙江省妇女儿童基金会 联系后，得知对方正好联系了相关厂商，可以提供符合医院标准的一次性医用乳胶手套，通过基金会，调配运送给湖北有需要的医院。    非常感谢基金会的工作人员放弃春节假期，加班加点的帮助我们协调流程。    所以小益在此，号召各位爱心小笼包和我们一起参与此次活动，向湖北较偏远地区医院捐赠5w双一次性外科乳胶手套和10w双一次性检查手套，共计16.4w元（含邮费），尽我们自己的力量帮助湖北。    武汉加油！湖北加油！    于龙之畔，益路同行，我们一直在一起！    希望包子们过年都要照顾好自己呀！    最后保存图一到tb打开就可以啦～    @朱一龙
132,#最新疫情地图#大海为什么成为大海？你再肮 脏的水，到了大海里，照样叫你变成蓝色，变成绿色，我 可以融化你的肮脏，那才叫气量啊。要记住，很多人跑到 别人面前说：“我告诉你这个事情，你不要生气。”人最大 的毛病就是不打自招，他已经知道人家要生气了，为什么 还要说呢，对不对？跟别人说“我今天不是挑拨离间”，你 一定是挑拨离间了，菩萨的智慧都在那里放着呢。想一想， 大智慧的人能够摄受法界众生，菩萨会说别人坏话吗？所 有的缺点我都能包容你们，无所谓。这才叫慈悲胸怀 
133,#战疫打卡行动#我已打卡1天，我承诺：宅在家，少出门！战胜疫情，从我做起！新浪捐助的救护车将带着我们的承诺奔赴前线，带去力量与祝福。   一起加入，小坚持有大意义，武汉加油，中国加油！打卡速戳：http://t.cn/A6hvdetK ?? 
134,转发微博@每日经济新闻 【#湖北脑瘫儿死者父亲发声#：当地调查组暂时没跟我联系】1月29日，湖北黄冈市华河镇一17岁脑瘫儿鄢成死亡，其父鄢小文回乡后出现发热症状于1月24日被隔离，患有脑瘫的鄢成独留家中，期间委托村委会照料。鄢小文告诉@紧急呼叫 ，当地成立了调查组后暂未和他联系。http://t.cn/A6PShpVy ??
135,[鲜花][二哈][挤眼][熊猫]@人民日报 【转发为#武汉加油#！让武汉人民知道，全国人民和你们在一起！】为防控疫情、切断病毒传播途径，1月23日10时起， #武汉公交地铁暂停运营#；机场、火车站#离汉通道暂时关闭#。感谢武汉人民作出的巨大付出，你们不容易！武汉加油，咱们一起，打赢这场防疫战！ ??
136,转发微博@国网江苏电力 #你救死扶伤，我保电护航##抗疫战场苏电护航# 【“疫”补容辞  应对营业厅业务高峰】3月11日，国网徐州邳州市供电公司八路供电所对营业厅全面消毒，同时安排专人对前来办理业务的客户做好线上缴费指导，避免人员聚集。在做好防疫工作的同时，确保各项业务办理顺畅。 ? ??
137,给气笑了//@梅子柠檬伯爵茶:一口气噎在喉咙里……动物园请求支援@武汉动物园 【物资告急！快没有了！！】你们保护世界，我们保护熊孩子！疫情当前，武汉市进行了严格的交通物流等管制，导致市场部分水产品断供了。目前，我园的水产品即将用尽，恳请社会各界支援我们，保障动物们的正常生活！ ??
138,转发微博@爆笑酱 #如果用李佳琦的风格上网课# 太上头了[笑cry] http://t.cn/A6ziIvDx ??
139,转发微博@央视新闻 【#美国如不控制日新增病例或达50万人# #美国未检测的病例可能是确诊的11倍#】纽约时报20日报道，哥伦比亚大学的研究人员通过数学模型对美国新冠疫情发展进行了预测。研究显示，目前美国疫情仅处于起步阶段，峰值最早也要到5月份才能到来。如果不加控制，新冠病毒将遍及全美，峰值日新增病例可达到50万。研究还认为，就算能把传染率降到一半，美国未来两个月感染人数也将达到65万。因为有很多没有症状或轻微症状的病毒携带者，美国未检测到的病例数可能是目前确诊数字的11倍，这也反映出目前美国的检测能力还很滞后。（央视记者王逢治）
140,日本人民卫生习惯好，常年戴口罩，而且遵守社会秩序。只要政府宣传到位，故意报复散毒的应该很少//@shaya_kok:但我很奇怪的一点就是日本死亡数并没有上升哎，日本老龄化严重?人口密度大，如果是瞒报那不会比意大利死的少吧，日本人绝对没有自觉到家人死了都不上推特骂安倍的，没有评论说的那么吓人吧@英国报姐 #北海道知事宣布解除紧急状态#、东京方面表示停办奥运不可能...疫情焦点开始转移到欧美的如今，日本疫情真的像大家想象的那样，基本没事了吗？ ??
141,病毒肆虐时的婚姻[允悲] http://t.cn/A6zxW759 ?? 
142,[哆啦A梦微笑][失望]支持，给博主加油。[顶]@央视新闻 #支援湖北医疗队开始撤离#【转发！#谢谢你为湖北拼过命#[心]】 ? ??
143,[好喜欢]//@我不是直男我是娇花:#周笔畅[超话]# 最暖最好的宝宝[心][心][心]我最爱的宝宝。[心][心][心]//@周笔畅 :平安。@周笔畅资讯聚焦 #周笔畅[超话]# 我们与笔笔@周笔畅 @BeginsStudio 捐助的医用物资『医用防护服』，历经‘’磨难‘’，终于从澳洲辗转到达国内，目前正在快马加鞭赶往湖北武汉。愿微薄之力能缓解一下前线之急。盼望奋斗在战疫一线的战士们平安健康。[心]医用防护服：100箱，每箱50套，共计5000套接收医院：武汉大学中南医院本次要特别感谢?大家的帮助，让我们的物资顺利到达国内送往前线医院[给你小心心]澳洲留学生：Soria、Molly澳洲笔亲：轻歌协助单位：EWE、澳大利亚大西北总商会、海南航空抗击新冠肺炎，我们在一起！湖北加油！中国加油！???(图8：花絮2?我也很喜欢周笔畅[嘻嘻])
144,#河南确诊首例新型肺炎#我突然害怕了 ?? 
145,//@林心雪://@回忆专用小马甲: //@花泽美美://@江南大野花:涌泉相报//@来去之间:这样啊[作揖]//@管鑫Sam:08年汶川地震当晚，意大利就致电表示要援助，第二天，意大利就提供了100万欧元现金和150万欧元物资，隔天专机运送来一所设施完备的流动医院和医疗队。流动医院的所有设备，在救灾结束之后全部捐赠@新闻一加一 【#为什么援意专家组多位专家来自四川#？】四川省卫健委党组书记 沈骥：意大利和四川医疗卫生的交往比较长，1988年意大利政府无偿捐助四川建立了最大型的急救中心，30多年来这个急救中心发挥了很好的作用，为四川的医疗服务提供了很大的支撑作用。更重要的是在2008年汶川大地震时，意大利的红十字会以及医学会派了14名急救专家驻扎在四川绵阳的重灾区，为抢救伤员做了长时间工作，我记得有约900名伤员在意大利专家的指导下转危为安。所以四川人一直抱着感恩的心，这次三名援意专家都是主动报名、主动请缨，觉得在危难的时候要有一份回馈和回报。 http://t.cn/A6zc9M3Z
146,转发微博@吕植 #对非法食用野生动物说不# #新型冠状病毒来源是野生动物# 从2003年的SARS到今天的武汉病毒，一次又一次的流行病爆发给人们敲响了警钟：非法野生动物贸易带来的不仅仅是对生态系统的破坏，而且危害公共安全，给我们每一个人的健康带来风险。为此，我们呼吁国家林草局和各地野生动物主管部门、执法部门以及市场监管部门负起责任，主动作为，及时行动@自然资源部 @国家林业和草原局 @生态环境部：1.取缔和严厉打击非法野生动物市场和贸易，以及餐馆的非法经营；2.建议把野生动物贸易上升为公共安全来看待和管理；3.审慎研究，严格控制，定期监督审核野生动物驯养繁殖及生产经营许可等相关事宜，特别是名为驯养繁殖，实为野外盗猎盗捕进行贸易的，对此制定强力的管控办法，全面清理不规范、不合法生产经营活动；4.加强野生动物保护公众宣传力度，密集组织系列高质量文宣，深入浅出地讲明自然保护与公共安全以及每个人之间的关系，让吃野生动物的陋习（如今已经多为奢侈消费而非生活必需）逐渐淡出，使野生动保护深入人心，变成社会主流行动！ #观爱自然#
147,转发微博@新浪视频 【“需要口罩吗？免费的！” #成都小哥在地铁免费发口罩#】1月23日，成都一位小哥在地铁上发口罩的视频走红网络得到众多网友点赞支持。视频中，这位小哥戴着口罩边走边询问大家“需要口罩吗，免费的。”网友纷纷评论：最帅的小哥；默默的付出，谢谢你[心] #全国确诊830例新型肺炎病例#  http://t.cn/A6PAtTgw
148,"//@Cathr007也叫洞洞拐://@北美省钱快报:【更新！美国疾控中心对新型肺炎警告升至最高级！】武汉宣布封城后，美国疾控中心CDC已将对新型肺炎的警告升至三级（“警告：避免一切不必要旅行”）。CDC也指出，新型肺炎病毒可人传人，并且老年人和有潜在性疾病人群更容易感染后出现严重症状。大家一定要小心@北美省钱快报 #美国确诊首例新型肺炎病例# 【美国5机场将开启健康筛查】明天起，纽约JFK、洛杉矶LAX、旧金山、芝加哥和亚特兰大机场都会对直接或非直接从武汉飞往美国的乘客进行健康筛查。目前美国疾控中心对新型肺炎的警告级别为二级(实施加强防范"")。N95口罩→ http://t.cn/A6vgKvqB 如何选择预防口罩？→ http://t.cn/A6vgKvso"""
149,#兰州爆料##新型冠状病毒感染肺炎# 【39万！兰州开出首张哄抬口罩价格罚单】1月31日，记者从兰州市西固区市场监督管理局获悉，根据群众举报，兰州惠仁堂药业连锁有限责任公司在西固区售卖点存在恶意涨价行为。（兰州日报社全媒体记者 董永前）详细内容点击链接→http://t.cn/A6PNcTUx ??? #8名警察牺牲在疫情防控一线# @甘肃发布 @记者丁咪 @网络说兰州 @兰州发布 http://t.cn/RXnNPIU兰州 
150,愿平安//@钟八狗:致敬！平安！//@龍府御笔_ZYLonginus:#致敬疫情前线医护人员# 愿平安@央视新闻 【#我愿意为你# 挡在疫情之前[心]】转发微博，#致敬疫情前线医护人员#！也请你们为自己做好防护！注意安全！ http://t.cn/A6vdDfHe ??
151,希望五一你是最漂亮的新娘//@Jealin志玲:祝平安顺利//@瓦特是什么:祝平安健康，加油?//@cici_kyu:祝平安?@暁勄 #武汉新增4例新型冠状病毒肺炎病例# 当群里公布各科室要抽调一名护士去支援的消息时，大家都沉默了…领导说没有报名就抓阄。几个小时后，我收到了我被报上名单的通知。当接到电话时，我默默流泪了，心里一团乱麻。男朋友不断地声明不许我去，不行就辞职，觉得结果不公平。闺蜜也觉得我被欺负，不是只有我一个没结婚，为什么就这样决定我。我淡淡地说，既然医院安排，那总是要有人要去的。虽然这么说，可我依旧是害怕的。我也就28岁，如果我真的被感染，最后死了，我爸妈、我男朋友怎么办？虽然爸妈是传统思想，偏爱哥哥，可也为了我操劳很多，付出很多。虽然跟男朋友也只是相爱一年，可他也为了我牺牲很多，爱护很多。如果照常进行，我们还计划着五一结婚，一起住进幸福的小家。但现在，作为义务工作者，只能是负重前行。也许生命的珍贵，不只是因为只有一次，更是因为那些割舍不下的牵挂。愿一切平安。[心]
152,转发微博@人民网 【扩散！急寻：# 19日G1168次6号车厢旅客#，#21日D5987次7号车厢旅客#】27日，宜昌市新型冠状病毒感染的肺炎疫情防控指挥部办公室发布通告，称1月19日09时16分由宜昌东经汉口开往广州南的G1168次动车（6号车厢3排D座），以及1月21日由汉口开往宜昌东的D5987次动车（7号车厢9排D座）的一名乘客，已确诊为新型冠状病毒感染的肺炎患者，目前已在宜昌市定点医疗机构收治。鉴于与新型冠状病毒感染的肺炎疑似病例共乘坐的车厢有感染的风险，请乘坐1月19日由宜昌东经汉口开往广州南的G1168次动车6号车厢，以及1月21日18时52分由汉口开往宜昌东的D5987次动车7号车厢的各位乘客第一时间向所在地居委会（村委会）报告，配合做好居家医学观察。居家医学观察期间，请不要外出，佩戴口罩，与家人共同做好个人防护，配合做好体温监测，以保障您和家人的健康。若有发热、咳嗽等症状，请及时到就近的定点医院发热门诊就诊，以便进一步诊治。就医途中全程带好口罩，不要乘坐公共交通工具，如有特殊困难，请电话请求当地新型冠状病毒感染的肺炎疫情防控机构给予帮助。
153,转发微博@斯威汽车 防疫复工两手抓，SWM斯威汽车全面复工复产了[拳头][拳头][拳头]  http://t.cn/A679Smqn ??
154,//@重庆新闻哥:刚才面对敲开门的渝北区警察，主动问他们，需要我到派出所协助调查吗？回答：不用，我们来就是两个目的：1、你对小区管控有什么意见和要求？2、希望删除微博。我的回复是：1、我的微博是据实反映小区目前管控情况；2、不会删微博。@重庆新闻哥 刚才突然接到自称是渝北区新牌坊派出所电话，声称我发这条微博含有它意，我告诉他，我是事实就是反映目前的隔离情况，问他的警号和名字，对方拒绝回答，只好挂电话。 http://t.cn/AigLeHh1 ??
155,//@李庚希Teresa:帮转拜托??@郭2姑娘 非常难过需要靠这个平台帮朋友呼吁。朋友的妈妈已经因肺炎去世，现在爸爸和自己也危在旦夕。谁能救救他们！！！#肺炎患者求助[超话]#  求助人信息【姓名】陈自谦【年龄】65【所在城市】武汉【所在小区、社区】现在在武昌紫荆医院【患病时间】1月24【联系方式】女儿13971441369【其他紧急联系人】陈女士【病情描述】母亲患此病刚去世，父亲因照顾她也感染，且病情危重。2月3日进入紫荆医院治疗，5日医生通知他情况危急，要我们自行联系医院转院。他们医院条件有限，没有多的呼吸机可用，更不能插管或者人工肺。父亲今天血氧一度掉到6！！！打了急救的针之后恢复为四五十。我不知道为什么要我们自己联系医院，联系了医院说他这样的情况在路上都撑不住，可是不危重不能转院，危重了也不能转院，那让人怎么办呢？妈妈已经突然走了，给我爸爸一个活路吧，我也开始发烧了，求求大家了...
